"revenue","outcalls","incalls","months","eqpdays","webcap","marryyes","travel","pcown","creditcd","retcalls","churndep"
70.09,15.67,1.33,17.0,11.0,"1","1","0","0","1",0.0,"0"
38.12,41.0,17.33,21.0,33.0,"1","0","0","0","0",0.0,"0"
51.98,33.0,6.33,15.0,25.0,"1","0","0","0","1",0.0,"0"
162.27,160.0,32.0,21.0,45.0,"1","0","0","0","1",0.0,"0"
52.01,29.67,0.0,22.0,78.0,"1","0","0","0","1",0.0,"0"
90.51,43.67,7.0,21.0,47.0,"1","0","0","0","1",0.0,"0"
85.24,16.0,0.67,23.0,54.0,"1","1","0","1","1",0.0,"0"
70.28,55.67,5.67,19.0,44.0,"1","1","0","1","1",0.0,"0"
48.12,50.0,17.33,48.0,404.0,"1","0","0","0","1",0.0,"0"
81.0,0.0,0.0,55.0,388.0,"1","0","0","1","1",0.0,"0"
91.77,50.67,41.67,17.0,109.0,"1","0","0","0","1",0.0,"0"
36.06,27.0,3.33,28.0,167.0,"1","1","0","1","1",0.0,"0"
102.36,148.0,53.0,15.0,111.0,"1","1","0","0","1",0.0,"0"
85.21,164.33,67.0,28.0,307.0,"1","0","0","0","1",0.0,"0"
50.73,69.33,9.0,14.0,23.0,"1","0","1","0","1",0.0,"0"
39.01,22.0,1.33,16.0,33.0,"1","0","0","0","1",0.0,"0"
35.98,0.0,0.0,29.0,167.0,"1","0","0","0","1",0.0,"0"
102.21,12.0,8.0,23.0,57.0,"1","0","0","0","1",0.0,"0"
82.45,41.67,26.0,17.0,71.0,"1","1","0","0","1",0.0,"0"
105.1,15.0,2.0,46.0,274.0,"1","0","0","1","1",0.0,"0"
51.96,12.33,6.67,19.0,66.0,"1","0","0","0","1",0.0,"0"
34.99,8.33,11.67,26.0,172.0,"1","0","0","0","1",0.0,"0"
77.57,25.33,0.0,26.0,90.0,"1","0","0","0","1",0.0,"0"
84.05,17.67,6.67,18.0,20.0,"1","0","0","0","1",0.0,"0"
89.81,45.67,17.0,18.0,45.0,"1","1","0","0","1",0.0,"0"
50.19,0.0,0.0,25.0,109.0,"1","0","0","1","1",0.0,"0"
79.51,87.67,27.33,30.0,212.0,"1","0","0","0","1",0.0,"0"
30.76,0.0,0.0,27.0,48.0,"1","0","0","0","0",0.0,"0"
128.64,76.67,9.33,40.0,14.0,"0","0","1","1","1",0.0,"0"
131.79,17.33,0.33,34.0,114.0,"1","0","0","0","1",0.0,"0"
52.16,55.67,13.0,22.0,12.0,"1","0","0","0","0",0.0,"0"
51.18,12.67,0.0,26.0,15.0,"1","0","0","0","0",0.0,"0"
53.73,8.33,9.67,20.0,82.0,"1","0","0","0","1",0.0,"0"
50.56,45.33,17.67,13.0,37.0,"1","0","0","0","1",0.0,"0"
110.34,99.33,28.0,23.0,107.0,"1","0","0","0","1",0.0,"0"
191.45,90.0,140.67,6.0,185.0,"1","0","0","0","1",0.0,"0"
69.49,65.33,27.67,11.0,26.0,"1","1","1","1","1",0.0,"0"
13.08,2.67,2.67,29.0,198.0,"1","0","0","0","1",0.0,"0"
30.25,1.67,1.33,42.0,310.0,"1","0","1","0","1",0.0,"0"
34.99,27.0,0.33,13.0,1.0,"1","1","1","1","1",0.0,"0"
44.67,18.67,9.67,22.0,112.0,"1","0","0","0","1",0.0,"0"
60.74,27.0,8.0,21.0,79.0,"1","0","0","0","1",0.0,"0"
147.41,61.0,12.67,27.0,61.0,"1","0","1","0","1",0.0,"0"
141.21,61.33,24.0,38.0,216.0,"1","1","0","0","1",0.0,"0"
69.19,12.33,3.67,21.0,56.0,"1","0","0","0","1",0.0,"0"
46.69,110.33,28.67,9.0,32.0,"1","1","0","1","1",0.0,"0"
38.99,27.67,9.0,22.0,115.0,"1","1","0","0","1",0.0,"0"
101.53,127.67,81.67,11.0,51.0,"1","1","0","0","0",0.0,"0"
35.28,5.0,1.33,26.0,137.0,"1","0","0","0","1",0.0,"0"
38.53,30.67,9.67,27.0,169.0,"1","1","1","0","1",0.0,"0"
79.83,61.0,4.33,17.0,4.0,"1","0","0","0","1",0.0,"0"
55.23,14.67,0.67,57.0,434.0,"1","0","0","1","1",0.0,"0"
71.74,99.33,40.0,9.0,38.0,"1","0","0","0","1",0.0,"0"
60.67,62.67,48.0,11.0,95.0,"1","0","0","0","1",0.0,"0"
33.54,0.0,0.0,23.0,103.0,"1","1","0","1","1",0.0,"0"
63.45,68.67,12.67,21.0,88.0,"1","0","0","0","1",0.0,"0"
79.29,24.0,1.67,48.0,317.0,"1","0","0","0","1",0.0,"0"
42.19,18.67,2.33,18.0,48.0,"1","0","0","0","1",0.0,"0"
48.19,67.33,10.33,35.0,242.0,"1","0","0","0","1",0.0,"0"
35.12,4.67,1.0,22.0,93.0,"1","0","0","1","1",0.0,"0"
66.84,25.67,9.0,20.0,62.0,"1","0","1","0","1",0.0,"0"
41.24,8.0,2.67,16.0,29.0,"1","0","0","0","1",0.0,"0"
47.69,54.0,5.0,24.0,112.0,"1","0","0","0","1",0.0,"0"
56.97,33.0,3.67,22.0,77.0,"1","1","0","0","1",0.0,"0"
74.03,47.67,16.0,25.0,127.0,"1","0","0","0","1",0.0,"0"
100.73,49.0,4.0,32.0,31.0,"1","0","0","0","0",0.0,"0"
79.91,110.33,20.33,13.0,9.0,"1","0","0","0","1",0.0,"0"
103.29,71.33,14.33,29.0,131.0,"1","0","1","1","1",0.0,"0"
10.11,26.33,10.33,23.0,158.0,"1","0","0","0","1",0.0,"0"
114.78,16.0,3.0,34.0,33.0,"1","0","0","0","0",0.0,"0"
32.61,57.0,6.0,14.0,27.0,"1","1","0","0","1",0.0,"0"
48.38,17.0,8.0,17.0,47.0,"1","1","0","0","1",0.0,"0"
85.35,108.33,77.0,15.0,93.0,"1","0","0","0","0",0.0,"0"
8.44,7.33,1.0,14.0,38.0,"1","1","0","0","1",0.0,"0"
40.59,26.0,0.33,28.0,146.0,"1","0","0","0","1",0.0,"0"
59.99,7.67,1.0,31.0,158.0,"1","1","1","1","1",0.0,"0"
97.99,271.33,96.67,8.0,169.0,"1","1","0","0","1",0.0,"0"
41.71,41.0,10.33,22.0,10.0,"1","0","0","0","0",0.0,"0"
10.25,0.0,0.0,31.0,106.0,"1","0","0","0","0",0.0,"0"
33.4,0.0,0.0,24.0,111.0,"1","0","0","0","1",0.0,"0"
32.57,0.67,1.33,16.0,33.0,"1","0","0","0","1",0.0,"0"
49.99,27.33,22.0,44.0,367.0,"1","0","0","1","1",0.0,"0"
35.31,55.0,25.33,11.0,51.0,"1","0","0","0","1",0.0,"0"
53.53,0.0,0.0,19.0,37.0,"1","0","0","0","1",0.0,"0"
174.35,65.33,14.0,44.0,207.0,"1","0","0","0","1",0.0,"0"
67.82,19.33,32.0,18.0,108.0,"1","0","0","0","1",0.0,"0"
77.03,9.33,4.0,41.0,251.0,"1","1","0","0","1",0.0,"0"
31.51,0.33,0.0,21.0,81.0,"1","1","0","0","1",0.0,"0"
32.32,32.33,3.0,26.0,141.0,"1","0","1","1","1",0.0,"0"
59.57,11.67,16.0,21.0,99.0,"1","0","0","0","1",0.0,"0"
60.9,11.0,1.33,38.0,36.0,"0","0","0","0","1",0.0,"0"
81.3,148.67,56.0,16.0,145.0,"1","0","0","0","1",0.0,"0"
5.52,0.0,0.0,54.0,451.0,"1","1","0","1","1",0.0,"0"
49.66,5.67,1.67,24.0,97.0,"1","1","1","1","1",0.0,"0"
320.56,193.0,81.0,29.0,95.0,"1","0","0","0","1",0.0,"0"
30.82,10.0,4.0,25.0,32.0,"1","0","0","0","0",0.0,"0"
116.8,55.33,34.67,13.0,10.0,"1","0","0","0","1",0.0,"0"
74.42,37.0,6.0,35.0,197.0,"1","1","0","0","1",0.0,"0"
91.38,37.33,13.0,27.0,14.0,"1","0","0","0","0",0.0,"0"
69.64,20.0,2.33,19.0,25.0,"1","1","0","1","1",0.0,"0"
68.74,29.67,2.67,33.0,172.0,"1","0","0","0","1",0.0,"0"
40.25,14.67,1.0,17.0,32.0,"1","0","0","0","1",0.0,"0"
27.75,16.33,2.0,23.0,8.0,"1","0","0","1","0",0.0,"0"
46.33,40.33,18.33,23.0,140.0,"1","1","0","0","1",0.0,"0"
73.17,69.33,18.0,32.0,203.0,"1","1","0","0","1",0.0,"0"
38.77,7.0,1.33,19.0,55.0,"1","1","0","1","1",0.0,"0"
82.61,0.0,0.0,35.0,169.0,"1","0","0","0","1",0.0,"0"
39.99,25.67,14.67,38.0,291.0,"1","1","0","0","1",0.0,"0"
38.78,12.33,1.67,20.0,66.0,"1","1","0","0","1",0.0,"0"
60.19,22.67,10.33,39.0,266.0,"1","0","0","0","1",0.0,"0"
67.34,6.0,4.33,20.0,43.0,"1","1","0","1","1",0.0,"0"
57.11,24.33,17.0,21.0,103.0,"1","1","0","0","1",0.0,"0"
87.96,51.67,18.0,20.0,62.0,"1","0","0","0","1",0.0,"0"
47.33,96.0,19.0,17.0,78.0,"1","1","0","0","1",0.0,"0"
61.27,20.67,4.67,30.0,154.0,"1","1","0","0","1",0.0,"0"
50.55,13.0,3.33,36.0,121.0,"1","1","0","0","0",0.0,"0"
47.81,20.0,6.33,23.0,101.0,"1","0","0","0","1",0.0,"0"
52.71,9.33,2.0,39.0,248.0,"1","0","0","0","1",0.0,"0"
65.18,16.67,0.67,19.0,23.0,"1","1","0","0","1",0.0,"0"
129.98,38.33,4.0,36.0,36.0,"1","0","0","0","0",0.0,"0"
168.66,119.33,73.0,16.0,99.0,"1","0","0","0","1",0.0,"0"
42.68,64.33,41.33,11.0,88.0,"1","1","0","1","1",0.0,"0"
198.32,93.0,54.0,17.0,19.0,"1","0","0","1","1",0.0,"0"
106.59,220.67,42.67,29.0,106.0,"1","0","0","0","0",0.0,"0"
34.76,1.0,0.0,45.0,323.0,"1","1","0","1","1",0.0,"0"
166.03,91.0,124.0,9.0,81.0,"1","0","0","0","0",0.0,"0"
45.04,72.67,46.67,14.0,132.0,"1","0","0","1","1",0.0,"0"
78.93,35.67,22.67,41.0,302.0,"1","1","0","0","1",0.0,"0"
52.22,67.67,11.0,28.0,58.0,"1","0","0","0","0",0.0,"0"
63.73,58.0,13.67,49.0,374.0,"1","0","0","0","1",0.0,"0"
43.93,77.33,30.0,8.0,20.0,"1","1","1","1","1",0.0,"0"
100.8,0.0,0.0,22.0,12.0,"1","0","0","0","1",0.0,"0"
63.29,8.0,0.0,20.0,32.0,"1","0","0","0","1",0.0,"0"
34.23,28.33,9.0,15.0,39.0,"1","1","0","0","1",0.0,"0"
30.25,1.33,0.0,29.0,161.0,"1","1","0","1","1",0.0,"0"
31.49,67.33,42.33,20.0,195.0,"1","0","0","0","1",0.0,"0"
106.82,38.0,81.67,13.0,160.0,"1","0","0","0","1",0.0,"0"
84.0,36.67,11.33,27.0,116.0,"1","1","0","0","1",0.0,"0"
72.1,10.0,1.33,31.0,140.0,"1","1","0","0","1",0.0,"0"
58.93,10.33,0.33,36.0,203.0,"1","1","0","0","1",0.0,"0"
10.25,4.33,1.67,12.0,11.0,"1","1","0","1","1",0.0,"0"
126.29,69.67,15.67,25.0,62.0,"1","1","0","1","1",0.0,"0"
17.49,11.33,3.67,17.0,61.0,"1","1","0","0","1",0.0,"0"
79.31,21.67,0.0,24.0,55.0,"1","1","0","0","1",0.0,"0"
40.08,7.67,1.33,22.0,81.0,"1","1","0","0","1",0.0,"0"
109.97,217.67,39.67,21.0,111.0,"1","0","0","0","1",0.0,"0"
10.0,0.0,0.0,34.0,234.0,"1","1","0","1","1",0.0,"0"
118.12,219.33,53.0,14.0,70.0,"1","1","0","0","1",0.0,"0"
60.89,31.67,11.67,37.0,245.0,"1","0","0","1","1",0.0,"0"
61.45,14.33,1.67,24.0,79.0,"1","1","0","0","1",0.0,"0"
29.03,24.33,64.67,13.0,89.0,"1","0","0","0","0",0.0,"0"
10.0,11.67,4.67,32.0,124.0,"1","0","0","0","0",0.0,"0"
10.0,34.0,13.67,8.0,5.0,"1","1","0","1","1",0.0,"0"
35.47,18.0,1.67,25.0,117.0,"1","1","0","0","1",0.0,"0"
32.11,36.0,5.67,23.0,112.0,"1","0","0","0","1",0.0,"0"
79.84,35.0,16.33,19.0,51.0,"1","0","0","0","1",0.0,"0"
39.3,16.33,6.67,17.0,45.0,"1","1","0","1","1",0.0,"0"
77.65,51.33,28.67,33.0,236.0,"1","0","0","0","1",0.0,"0"
49.89,8.67,3.0,38.0,240.0,"1","1","0","1","1",0.0,"0"
115.22,21.33,47.0,31.0,230.0,"1","0","0","0","1",0.0,"0"
75.25,38.0,0.67,32.0,143.0,"1","0","0","0","1",0.0,"0"
55.78,43.67,12.0,14.0,12.0,"1","0","0","0","1",0.0,"0"
40.53,12.33,0.67,30.0,160.0,"1","1","0","0","1",0.0,"0"
52.8,0.33,0.33,23.0,73.0,"1","1","0","0","1",0.0,"0"
39.99,4.67,0.67,34.0,202.0,"1","1","0","1","1",0.0,"0"
55.0,23.67,12.0,23.0,106.0,"1","0","0","0","1",0.0,"0"
57.02,30.0,10.67,32.0,90.0,"1","0","0","0","0",0.0,"0"
48.89,8.0,3.67,42.0,284.0,"1","1","0","0","1",0.0,"0"
63.22,3.33,4.0,27.0,11.0,"1","0","0","0","0",0.0,"0"
91.63,25.33,1.33,25.0,54.0,"1","0","0","1","1",0.0,"0"
64.18,25.0,6.33,28.0,130.0,"1","1","0","0","1",0.0,"0"
107.55,70.67,4.67,29.0,88.0,"1","0","0","0","1",0.0,"0"
129.13,70.67,12.67,35.0,151.0,"1","1","0","0","1",0.0,"0"
44.56,70.33,20.33,18.0,90.0,"1","0","0","0","1",0.0,"0"
84.57,20.67,6.0,27.0,96.0,"1","0","0","0","1",0.0,"0"
86.9,110.67,36.0,28.0,92.0,"1","0","0","0","0",0.0,"0"
12.49,21.67,7.67,13.0,34.0,"1","1","0","0","1",0.0,"0"
71.55,13.33,10.0,22.0,70.0,"1","1","1","1","1",0.0,"0"
62.28,38.33,23.67,23.0,132.0,"1","0","0","0","1",0.0,"0"
28.31,13.0,1.0,18.0,48.0,"1","0","0","0","1",0.0,"0"
95.68,111.67,51.67,8.0,25.0,"1","0","0","0","1",0.0,"0"
29.82,2.33,0.0,31.0,178.0,"1","0","0","0","1",0.0,"0"
11.24,0.0,0.0,28.0,167.0,"1","0","1","1","1",0.0,"0"
172.36,65.67,18.67,30.0,69.0,"1","0","0","0","1",0.0,"0"
43.49,6.0,0.67,34.0,196.0,"1","1","0","1","1",0.0,"0"
84.14,27.0,3.33,19.0,4.0,"1","0","0","1","1",0.0,"0"
76.67,43.0,0.67,44.0,263.0,"1","0","0","0","1",0.0,"0"
11.37,59.67,11.33,32.0,242.0,"1","0","0","0","1",0.0,"0"
106.51,21.33,0.0,31.0,93.0,"1","1","0","0","1",0.0,"0"
51.92,26.33,0.0,19.0,28.0,"1","0","0","0","1",0.0,"0"
45.13,7.0,4.67,26.0,122.0,"1","0","0","1","1",0.0,"0"
104.14,214.33,122.67,16.0,210.0,"1","0","0","0","0",0.0,"0"
72.8,9.67,6.33,21.0,45.0,"1","0","0","0","1",0.0,"0"
27.76,52.33,32.67,15.0,9.0,"1","0","0","0","0",0.0,"0"
75.75,48.33,11.33,16.0,5.0,"1","1","0","0","1",0.0,"0"
51.35,5.67,3.33,21.0,59.0,"1","1","0","1","1",0.0,"0"
39.06,12.0,2.67,15.0,8.0,"1","0","0","0","1",0.0,"0"
153.47,164.33,82.67,8.0,54.0,"1","0","0","0","1",0.0,"0"
41.48,46.67,27.67,9.0,19.0,"1","0","1","0","1",0.0,"0"
100.93,47.33,61.67,10.0,68.0,"1","0","0","0","1",0.0,"0"
55.77,29.0,4.33,27.0,119.0,"1","1","0","0","1",0.0,"0"
19.99,0.0,0.0,25.0,124.0,"1","1","0","1","1",0.0,"0"
50.24,33.67,6.67,40.0,164.0,"1","0","0","0","0",0.0,"0"
60.9,62.33,82.33,17.0,144.0,"1","0","0","0","0",0.0,"0"
49.89,2.33,0.0,24.0,81.0,"1","1","1","0","1",0.0,"0"
47.48,21.0,3.33,25.0,104.0,"1","0","0","0","1",0.0,"0"
60.37,8.33,0.33,23.0,60.0,"1","0","0","0","1",0.0,"0"
54.4,37.0,21.33,27.0,69.0,"1","0","0","0","0",0.0,"0"
11.7,0.0,0.0,13.0,8.0,"1","1","0","1","1",0.0,"0"
18.76,0.0,0.0,15.0,21.0,"1","1","1","0","1",0.0,"0"
39.02,11.33,6.67,20.0,71.0,"1","0","1","1","1",0.0,"0"
60.37,16.0,12.0,42.0,292.0,"1","1","0","0","1",0.0,"0"
68.02,29.67,8.67,33.0,180.0,"1","0","0","0","1",0.0,"0"
67.04,85.33,28.0,20.0,105.0,"1","0","0","0","1",0.0,"0"
42.01,68.0,10.33,19.0,68.0,"1","1","0","1","1",0.0,"0"
34.66,66.67,7.33,25.0,26.0,"1","0","0","0","0",0.0,"0"
33.08,10.0,1.0,38.0,246.0,"1","1","0","0","1",0.0,"0"
35.49,9.67,3.33,16.0,22.0,"1","1","0","1","1",0.0,"0"
80.78,12.33,6.0,33.0,157.0,"1","0","0","0","1",0.0,"0"
30.11,10.33,0.33,20.0,60.0,"1","1","0","0","1",0.0,"0"
29.26,2.33,0.0,15.0,8.0,"1","1","0","0","1",0.0,"0"
34.99,2.67,0.0,32.0,178.0,"1","1","0","0","1",0.0,"0"
487.39,280.0,189.33,32.0,261.0,"1","1","0","1","1",0.0,"0"
44.99,4.33,1.0,19.0,35.0,"1","0","0","1","1",0.0,"0"
51.64,132.0,48.33,9.0,68.0,"1","1","0","0","1",0.0,"0"
63.17,24.33,0.33,27.0,96.0,"1","0","0","1","1",0.0,"0"
35.31,12.33,11.67,31.0,202.0,"1","1","0","0","1",0.0,"0"
43.23,11.0,1.0,23.0,78.0,"1","1","0","0","1",0.0,"0"
53.13,31.33,9.0,32.0,82.0,"1","0","0","0","0",0.0,"0"
45.1,61.67,19.67,16.0,60.0,"1","1","0","1","1",0.0,"0"
61.17,22.33,0.0,36.0,190.0,"1","0","0","0","1",0.0,"0"
32.49,2.33,0.0,22.0,76.0,"1","1","0","1","1",0.0,"0"
29.99,2.0,0.0,31.0,172.0,"1","0","0","0","1",0.0,"0"
35.77,29.67,0.0,32.0,176.0,"1","1","0","0","1",0.0,"0"
41.83,12.33,5.67,33.0,197.0,"1","1","0","1","1",0.0,"0"
64.25,29.33,1.0,19.0,13.0,"1","1","0","0","1",0.0,"0"
90.23,81.67,49.67,7.0,8.0,"1","1","0","0","1",0.0,"0"
65.15,25.0,6.0,22.0,58.0,"1","0","0","0","1",0.0,"0"
60.81,36.67,10.0,36.0,220.0,"1","0","1","1","1",0.0,"0"
48.8,8.33,0.33,29.0,131.0,"1","1","0","1","1",0.0,"0"
39.99,4.0,2.67,30.0,158.0,"1","1","0","0","1",0.0,"0"
62.53,111.33,61.33,9.0,94.0,"1","0","1","0","1",0.0,"0"
337.01,89.0,73.33,35.0,101.0,"1","0","0","0","1",0.0,"0"
47.49,16.67,5.67,31.0,66.0,"1","0","0","0","0",0.0,"0"
107.37,60.67,18.67,41.0,144.0,"1","0","0","0","0",0.0,"0"
80.39,12.67,1.0,46.0,274.0,"1","1","0","1","1",0.0,"0"
44.5,20.67,10.33,34.0,114.0,"1","0","0","0","0",0.0,"0"
46.11,5.67,1.33,16.0,1.0,"1","0","0","0","1",0.0,"0"
90.54,68.33,43.0,18.0,100.0,"1","0","0","1","1",0.0,"0"
128.21,91.0,23.67,34.0,166.0,"1","0","0","0","1",0.0,"0"
89.63,37.67,7.33,41.0,128.0,"1","0","0","0","0",0.0,"0"
76.63,65.33,13.0,27.0,117.0,"1","1","0","0","1",0.0,"0"
53.0,54.0,26.33,21.0,121.0,"1","1","0","0","1",0.0,"0"
54.87,31.0,3.0,32.0,162.0,"1","0","0","0","1",0.0,"0"
52.75,38.0,6.0,20.0,49.0,"1","0","0","0","1",0.0,"0"
59.65,25.0,27.0,14.0,43.0,"1","0","0","0","1",0.0,"0"
14.75,0.0,0.0,23.0,103.0,"1","1","0","1","1",0.0,"0"
86.68,36.0,1.0,27.0,69.0,"1","1","0","0","1",0.0,"0"
31.57,17.33,3.33,27.0,136.0,"1","0","0","0","1",0.0,"0"
22.7,3.67,0.33,42.0,292.0,"1","0","0","1","1",0.0,"0"
58.03,10.33,0.0,27.0,97.0,"1","1","0","1","1",0.0,"0"
37.98,22.33,1.67,27.0,21.0,"1","1","0","0","0",0.0,"0"
49.99,4.67,1.67,42.0,266.0,"1","1","0","0","1",0.0,"0"
66.65,0.0,0.0,29.0,108.0,"1","0","0","1","1",0.0,"0"
111.83,17.0,16.0,31.0,128.0,"1","0","0","0","1",0.0,"0"
45.42,10.67,7.0,18.0,38.0,"1","1","0","1","1",0.0,"0"
70.97,53.33,9.33,18.0,17.0,"1","1","0","0","1",0.0,"0"
84.66,86.0,9.0,31.0,33.0,"1","0","0","0","0",0.0,"0"
77.85,295.0,150.0,9.0,241.0,"1","0","0","0","0",0.0,"0"
101.6,107.67,26.33,25.0,5.0,"1","0","0","0","0",0.0,"0"
58.12,170.67,8.67,16.0,8.0,"1","0","0","0","1",0.0,"0"
53.61,50.67,32.33,9.0,12.0,"1","1","0","0","1",0.0,"0"
95.06,169.67,44.33,11.0,24.0,"1","0","0","0","1",0.0,"0"
31.41,59.67,30.67,9.0,31.0,"1","1","0","0","1",0.0,"0"
42.88,43.33,16.33,12.0,6.0,"1","1","0","1","1",0.0,"0"
64.53,51.33,34.0,9.0,5.0,"1","0","1","1","1",0.0,"0"
47.86,154.67,55.67,9.0,89.0,"1","1","0","0","1",0.0,"0"
81.02,11.0,0.67,21.0,10.0,"1","0","0","0","1",0.0,"0"
144.58,14.67,5.33,32.0,69.0,"1","1","0","0","1",0.0,"0"
47.24,8.33,0.33,22.0,56.0,"1","0","0","1","1",0.0,"0"
91.83,86.33,38.33,30.0,103.0,"1","0","0","0","0",0.0,"0"
72.78,109.33,42.0,20.0,134.0,"1","0","0","0","1",0.0,"0"
173.34,67.0,43.0,22.0,48.0,"1","0","0","0","1",0.0,"0"
90.18,53.67,2.33,36.0,160.0,"1","0","0","0","1",0.0,"0"
83.75,62.67,2.0,28.0,83.0,"1","0","0","0","1",0.0,"0"
36.83,14.0,0.67,20.0,47.0,"1","0","1","0","1",0.0,"0"
54.53,29.67,14.0,26.0,130.0,"1","0","0","0","1",0.0,"0"
49.99,32.67,4.33,22.0,64.0,"1","1","0","0","1",0.0,"0"
66.3,106.67,64.33,15.0,156.0,"1","0","0","0","1",0.0,"0"
78.95,5.67,0.67,27.0,73.0,"1","1","0","0","1",0.0,"0"
84.73,0.0,0.0,31.0,106.0,"1","1","1","0","1",0.0,"0"
79.44,93.0,22.33,24.0,107.0,"1","0","0","0","1",0.0,"0"
64.11,34.0,11.67,33.0,184.0,"1","0","0","0","1",0.0,"0"
47.27,19.67,19.0,28.0,70.0,"1","0","0","0","0",0.0,"0"
260.81,141.67,28.0,53.0,124.0,"1","0","0","0","0",0.0,"0"
30.52,17.0,8.67,32.0,201.0,"1","0","0","0","1",0.0,"0"
57.3,2.67,0.67,30.0,24.0,"1","0","0","0","0",0.0,"0"
88.62,10.0,0.33,23.0,19.0,"1","1","0","1","1",0.0,"0"
35.19,24.0,2.67,49.0,251.0,"1","0","0","0","0",0.0,"0"
106.72,87.67,16.67,37.0,194.0,"1","0","0","0","1",0.0,"0"
61.8,22.67,0.33,20.0,17.0,"1","0","0","1","1",0.0,"0"
84.54,165.67,1.0,28.0,77.0,"1","0","0","1","1",0.0,"0"
55.72,2.67,0.0,28.0,2.0,"1","0","0","0","0",0.0,"0"
36.43,0.0,0.0,26.0,105.0,"1","1","0","0","1",0.0,"0"
76.0,53.0,22.33,43.0,306.0,"1","1","0","0","1",0.0,"0"
34.49,12.67,3.33,25.0,4.0,"1","0","0","0","0",0.0,"0"
19.99,0.0,0.0,24.0,102.0,"1","0","1","0","1",0.0,"0"
18.2,0.0,0.0,33.0,4.0,"0","1","0","1","1",0.0,"0"
63.14,67.67,7.67,31.0,48.0,"1","0","0","0","0",0.0,"0"
47.29,15.67,9.33,23.0,90.0,"1","1","0","0","1",0.0,"0"
13.87,20.0,0.0,21.0,77.0,"1","1","0","0","1",0.0,"0"
35.4,0.0,0.0,20.0,43.0,"1","0","0","0","1",0.0,"0"
43.07,26.33,13.33,31.0,189.0,"1","0","0","0","1",0.0,"0"
35.1,4.0,1.0,20.0,46.0,"1","1","0","1","1",0.0,"0"
60.62,68.67,67.33,17.0,86.0,"1","0","0","0","0",0.0,"0"
48.04,54.67,35.0,36.0,301.0,"1","1","0","1","1",0.0,"0"
48.22,80.33,18.33,25.0,136.0,"1","0","0","0","1",0.0,"0"
124.07,108.33,22.0,21.0,23.0,"1","0","0","0","1",0.0,"0"
62.89,57.33,10.0,21.0,53.0,"1","1","0","0","1",0.0,"0"
54.9,8.0,1.33,23.0,56.0,"1","0","0","0","1",0.0,"0"
100.67,29.67,5.67,25.0,40.0,"1","0","0","0","1",0.0,"0"
87.63,41.0,0.0,28.0,68.0,"1","0","0","0","1",0.0,"0"
45.53,4.67,0.0,29.0,124.0,"1","0","0","1","1",0.0,"0"
47.01,24.33,8.33,30.0,158.0,"1","1","0","0","1",0.0,"0"
45.96,70.33,5.67,22.0,68.0,"1","0","0","0","1",0.0,"0"
105.51,108.33,104.33,32.0,304.0,"1","0","0","0","0",0.0,"0"
78.46,195.0,20.33,22.0,77.0,"1","1","1","0","1",0.0,"0"
117.2,29.67,41.67,36.0,142.0,"1","1","0","0","0",0.0,"0"
62.28,35.33,13.0,16.0,10.0,"1","0","0","0","1",0.0,"0"
62.77,27.33,6.33,21.0,41.0,"1","0","0","0","1",0.0,"0"
125.59,150.67,53.0,15.0,52.0,"1","1","0","0","1",0.0,"0"
11.92,43.0,7.67,13.0,17.0,"1","0","0","0","1",0.0,"0"
52.19,22.67,7.67,19.0,35.0,"1","0","0","1","1",0.0,"0"
56.33,109.0,24.33,16.0,50.0,"1","1","0","0","1",0.0,"0"
87.47,155.67,59.33,15.0,9.0,"1","0","0","0","0",0.0,"0"
20.22,81.0,16.33,12.0,23.0,"1","0","0","1","1",0.0,"0"
74.96,26.67,0.0,24.0,38.0,"1","0","0","0","1",0.0,"0"
48.09,0.0,0.0,18.0,5.0,"1","0","0","0","1",0.0,"0"
75.24,4.33,0.0,23.0,27.0,"1","1","1","0","1",0.0,"0"
40.42,26.67,10.0,17.0,33.0,"1","1","0","0","1",0.0,"0"
37.74,7.0,1.0,21.0,50.0,"1","1","0","0","1",0.0,"0"
49.41,59.67,33.67,36.0,292.0,"1","0","0","0","1",0.0,"0"
57.08,37.0,10.0,21.0,56.0,"1","0","0","0","1",0.0,"0"
86.19,36.0,17.33,17.0,5.0,"1","0","0","1","1",0.0,"0"
42.96,21.33,0.0,49.0,331.0,"1","1","0","1","1",0.0,"0"
117.43,59.0,24.33,23.0,54.0,"1","0","0","0","1",0.0,"0"
74.99,53.67,69.0,15.0,153.0,"1","1","0","1","1",0.0,"0"
30.0,7.0,3.67,25.0,107.0,"1","1","1","0","1",0.0,"0"
52.34,45.67,20.0,17.0,49.0,"1","1","0","0","1",0.0,"0"
53.76,103.67,33.0,42.0,346.0,"1","0","1","0","1",0.0,"0"
59.74,58.67,14.33,16.0,13.0,"1","0","0","0","1",0.0,"0"
78.99,67.0,62.33,40.0,284.0,"1","0","0","0","0",0.0,"0"
113.38,28.0,23.33,43.0,159.0,"1","0","0","0","0",0.0,"0"
60.16,33.0,5.33,19.0,16.0,"1","0","0","0","1",0.0,"0"
48.77,9.67,0.33,24.0,65.0,"1","1","0","0","1",0.0,"0"
55.1,40.33,33.33,23.0,148.0,"1","1","0","1","1",0.0,"0"
80.22,18.33,1.33,33.0,127.0,"1","1","0","1","1",0.0,"0"
